Accession2,gene,totalCount,CountX,CountY,meanX,meanY,type,comparison,log10X,log10Y
MMAR_5207,MMAR_5207,6,6,0,328.315705,NA,Secreted,∆eccCb1,2.51629165772692,0
MMAR_5208,glpK,15,9,6,1950.47104444444,10145.1111666667,Secreted,∆eccCb1,3.29013950741308,4.00625681024619
MMAR_5210,MMAR_5210,15,9,6,1700.09836666667,4355.5618,Secreted,∆eccCb1,3.23047405012218,3.63904418021716
MMAR_5211,csdB,12,6,6,72.0997861666667,534.994965,Secreted,∆eccCb1,1.85793397669204,2.72834969476327
MMAR_5212,MMAR_5212,15,9,6,1694.25246,5719.44748333333,Secreted,∆eccCb1,3.22897812489412,3.75735407660258
MMAR_5213,MMAR_5213,6,3,3,72.3019833333333,137.680761333333,Secreted,∆eccCb1,1.85915021069575,2.13887325884443
MMAR_5216,MMAR_5216,15,9,6,3323.35051666667,6952.94581666667,Secreted,∆eccCb1,3.52157614911082,3.84216884500271
MMAR_5217,katE,15,9,6,733.383335555556,5507.99555,Secreted,∆eccCb1,2.86533103739648,3.74099358071139
MMAR_5221,asd,15,9,6,3144.2305,8743.17178333333,Secreted,∆eccCb1,3.49751437617421,3.94166901136573
MMAR_5222,ask,15,9,6,6545.21676666667,5929.52086666667,Secreted,∆eccCb1,3.81592403423411,3.77301960173363
MMAR_5224,MMAR_5224,3,3,0,121.987827666667,NA,Secreted,∆eccCb1,2.08631649755233,0
MMAR_5225,leuA,15,9,6,12269.7659444444,23589.5200833333,Secreted,∆eccCb1,4.08883627829296,4.37271910547736
MMAR_5230,cobQ2,9,6,3,444.674253333333,2685.65943333333,Secreted,∆eccCb1,2.64804198449961,3.42905093923307
MMAR_5233,MMAR_5233,9,3,6,366.330083333333,573.71926,Secreted,∆eccCb1,2.56387258475571,2.75869942957796
MMAR_5234,MMAR_5234,15,9,6,262.340862222222,956.959276666667,Secreted,∆eccCb1,2.41886594158342,2.98089345679956
MMAR_5236,MMAR_5236,6,3,3,75.3369113333333,162.44286,Secreted,∆eccCb1,1.87700781100414,2.21070062715686
MMAR_5240,dnaZX,6,3,3,192.170846666667,239.046436666667,Secreted,∆eccCb1,2.28368750356079,2.37848227429185
MMAR_5241,MMAR_5241,15,9,6,11159.3675,52381.0326666667,Secreted,∆eccCb1,4.04763957999186,4.71917405607879
MMAR_5243,echA3_1,15,9,6,2069.83553888889,7151.57456666667,Secreted,∆eccCb1,3.31593583947116,3.85440167121787
MMAR_5245,MMAR_5245,3,0,3,NA,303.165106666667,Secreted,∆eccCb1,0,2.48167921393173
MMAR_5248,MMAR_5248,3,0,3,NA,84.9902033333333,Secreted,∆eccCb1,0,1.92936886826162
MMAR_5249,MMAR_5249,12,6,6,21900.8980166667,23292.4909666667,Secreted,∆eccCb1,4.34046192286236,4.36721593573218
MMAR_5250,MMAR_5250,6,3,3,513.17003,134.296093333333,Secreted,∆eccCb1,2.71026128490927,2.12806337924762
MMAR_5251,cut5,12,6,6,162.5660575,209.803875833333,Secreted,∆eccCb1,2.21102987348898,2.32181350691512
MMAR_5252,MMAR_5252,8,5,3,380.3991458,1617.07172333333,Secreted,∆eccCb1,2.58023953304255,3.20872928295964
MMAR_5263,MMAR_5263,1,0,1,NA,51.63606,Secreted,∆eccCb1,0,1.7129530967714
MMAR_5268,cyp164A3,15,9,6,2538.39436333333,4565.01733333333,Secreted,∆eccCb1,3.40455909471482,3.65944243088603
MMAR_5271,MMAR_5271,15,9,6,1668.00962888889,6071.5874,Secreted,∆eccCb1,3.22219855335282,3.7833022510311
MMAR_5274,MMAR_5274,12,6,6,1420.79864333333,1516.91209333333,Secreted,∆eccCb1,3.15253253374342,3.18096041368954
MMAR_5275,fadD15_1,15,9,6,4930.78105888889,4878.59373333333,Secreted,∆eccCb1,3.69291571901311,3.68829465358719
MMAR_5280,MMAR_5280,3,0,3,NA,96.6232866666667,Secreted,∆eccCb1,0,1.98508180604349
MMAR_5281,MMAR_5281,12,6,6,151.4586775,553.777936666667,Secreted,∆eccCb1,2.18029416035232,2.74333564881873
MMAR_5283,MMAR_5283,12,6,6,3454.4455,15957.4248983333,Secreted,∆eccCb1,3.53837834530882,4.20296280915284
MMAR_5284,pepN_1,6,3,3,63.5637033333333,202.928046666667,Secreted,∆eccCb1,1.80320919203405,2.30734207498207
MMAR_5287,MMAR_5287,15,9,6,9098.92546666667,6150.96038333333,Secreted,∆eccCb1,3.95899010754621,3.78894292985985
MMAR_5289,MMAR_5289,12,6,6,299.676933333333,681.563333333333,Secreted,∆eccCb1,2.47665331581324,2.83350621826196
MMAR_5292,MMAR_5292,15,9,6,308.037998888889,417.628794,Secreted,∆eccCb1,2.48860429341555,2.62079043406559
MMAR_5296,MMAR_5296,15,9,6,285.502924444444,510.703741666667,Secreted,∆eccCb1,2.45561056114082,2.70816903972206
MMAR_5297,tyrA,12,6,6,721.613811666667,673.850885666667,Secreted,∆eccCb1,2.85830483699677,2.82856380351332
MMAR_5298,MMAR_5298,15,9,6,765.181102222222,1360.21960666667,Secreted,∆eccCb1,2.88376423566007,3.13360903062321
MMAR_5304,fadE36,6,3,3,339.274996666667,1023.22072333333,Secreted,∆eccCb1,2.5305518549006,3.0099693273445
MMAR_5305,MMAR_5305,3,0,3,NA,163.189873333333,Secreted,∆eccCb1,0,2.21269320532527
MMAR_5307,MMAR_5307,15,9,6,1339.01640111111,1590.45116666667,Secreted,∆eccCb1,3.12678589655527,3.20152033903736
MMAR_5308,MMAR_5308,15,9,6,1339.01640111111,1590.45116666667,Secreted,∆eccCb1,3.12678589655527,3.20152033903736
MMAR_5313,MMAR_5313,6,3,3,58.4073426666667,150.781736666667,Secreted,∆eccCb1,1.76646744778299,2.17834874110121
MMAR_5314,MMAR_5314,15,9,6,5001.5378,17352.1735666667,Secreted,∆eccCb1,3.69910355541044,4.23935388309723
MMAR_5315,lpqH,15,9,6,25018.0464444444,37422.7115,Secreted,∆eccCb1,4.39825339442528,4.5731352515452
MMAR_5323,MMAR_5323,12,6,6,312.18974,1083.73321333333,Secreted,∆eccCb1,2.49441862603388,3.03492238345943
MMAR_5324,MMAR_5324,9,6,3,196.066411666667,576.788586666667,Secreted,∆eccCb1,2.29240320061716,2.76101665809707
MMAR_5326,hisC2,6,3,3,81.2599933333333,355.249493333333,Secreted,∆eccCb1,1.90987678236036,2.55053346719713
MMAR_5327,MMAR_5327,9,6,3,381.503093333333,935.216243333333,Secreted,∆eccCb1,2.58149806368579,2.97091204127694
MMAR_5329,echA21,15,9,6,1926.99010222222,10835.1140166667,Secreted,∆eccCb1,3.2848794839542,4.03483348571109
MMAR_5331,MMAR_5331,12,6,6,779.656825,1373.70517333333,Secreted,∆eccCb1,2.89190348499222,3.1378935337907
MMAR_5332,MMAR_5332,11,5,6,205.36413,897.779735,Secreted,∆eccCb1,2.31252458968255,2.95316979812845
MMAR_5333,MMAR_5333,15,9,6,805.053325555556,1649.00493333333,Secreted,∆eccCb1,2.90582464835234,3.21722195492665
MMAR_5336,rfbE,7,4,3,203.319879,303.321245,Secreted,∆eccCb1,2.30817984257283,2.48190282990558
MMAR_5342,MMAR_5342,9,6,3,472.793815,1287.56878666667,Secreted,∆eccCb1,2.67467178655141,3.10977043994373
MMAR_5345,MMAR_5345,11,5,6,120.93462,257.189885,Secreted,∆eccCb1,2.08255064430727,2.41025388425581
MMAR_5346,rmlB_1,6,3,3,7607.77396666667,44011.8753333333,Secreted,∆eccCb1,3.88125760086841,4.64356987412001
MMAR_5349,MMAR_5349,6,6,0,501.766821666667,NA,Secreted,∆eccCb1,2.70050194106894,0
MMAR_5350,MMAR_5350,15,9,6,4070.54793333333,8003.4022,Secreted,∆eccCb1,3.60965287320711,3.90327464231587
MMAR_5352,MMAR_5352,12,6,6,207.050179166667,220.72796,Secreted,∆eccCb1,2.31607561064647,2.34385734949424
MMAR_5353,MMAR_5353,15,9,6,579.239808444444,1241.7741,Secreted,∆eccCb1,2.76285840124444,3.09404259741334
MMAR_5355,embC,6,3,3,20888.308,280.169393333333,Secreted,∆eccCb1,4.31990326257371,2.4474206897204
MMAR_5358,MMAR_5358,9,6,3,146.132806,589.692613333333,Secreted,∆eccCb1,2.1647477235689,2.77062568770885
MMAR_5361,fadE35,14,8,6,386.08574625,1033.78126666667,Secreted,∆eccCb1,2.58668376837039,3.01442865797579
MMAR_5362,MMAR_5362,1,1,0,269.295,NA,Secreted,∆eccCb1,2.43022828994115,0
MMAR_5363,accD4_1,15,9,6,15604.7286688889,52815.7264833333,Secreted,∆eccCb1,4.1932562216634,4.72276325791235
MMAR_5364,pks13,15,9,6,9500.0942,23724.9203333333,Secreted,∆eccCb1,3.97772791164015,4.37520476277049
MMAR_5365,fadD32,15,9,6,9998.88471111111,35426.4903333333,Secreted,∆eccCb1,3.99995156091775,4.54932812934797
MMAR_5366,MMAR_5366,9,6,3,115.942487333333,217.286043333333,Secreted,∆eccCb1,2.06424261312596,2.33703183171409
MMAR_5367,fbpD,15,9,6,85830.1872222222,270778.598333333,Secreted,∆eccCb1,4.93364005985674,5.43261433581429
MMAR_5368,fbpA,15,9,6,252714.816333333,544062.116666667,Secreted,∆eccCb1,5.4026307047738,5.73564848680389
MMAR_5371,MMAR_5371,3,0,3,NA,79.2341383333333,Secreted,∆eccCb1,0,1.89891233935957
MMAR_5372,glfT,15,9,6,291.258778888889,1105.09328833333,Secreted,∆eccCb1,2.46427902438787,3.0433989412775
MMAR_5373,glf,15,9,6,1610.20793333333,11034.1148166667,Secreted,∆eccCb1,3.20688196203702,4.0427374987431
MMAR_5379,MMAR_5379,9,6,3,341.267893166667,531.82106,Secreted,∆eccCb1,2.53309543133035,2.72576553130448
MMAR_5381,namH,15,9,6,2968.94146111111,14386.3771666667,Secreted,∆eccCb1,3.47260163465665,4.15795144198276
MMAR_5382,MMAR_5382,6,3,3,136.867006666667,253.11952,Secreted,∆eccCb1,2.13629876917468,2.40332563824952
MMAR_5384,MMAR_5384,6,3,3,11438.8633333333,8961.49433333333,Secreted,∆eccCb1,4.05838287125885,3.95238043450686
MMAR_5386,serS,15,9,6,647.049961555556,1480.18170666667,Secreted,∆eccCb1,2.81093781573851,3.17031503252923
MMAR_5387,MMAR_5387,15,9,6,463.485611111111,970.439813333333,Secreted,∆eccCb1,2.66603625603813,2.98696860562056
MMAR_5392,MMAR_5392,6,3,3,274.35883,327.64556,Secreted,∆eccCb1,2.43831894214669,2.51540428710807
MMAR_5393,bfrB,14,8,6,557.989070625,1323.00906833333,Secreted,∆eccCb1,2.74662569246134,3.12156282099297
MMAR_5394,glpQ1,6,3,3,19306.3100966667,97.4864733333333,Secreted,∆eccCb1,4.28569927751915,1.98894435965512
MMAR_5396,sodA,15,9,6,29855.8429,154770.033166667,Secreted,∆eccCb1,4.47502933683588,5.18968687566074
MMAR_5400,MMAR_5400,9,6,3,252.85532,620.08859,Secreted,∆eccCb1,2.40287209549017,2.79245374014291
MMAR_5403,menG,15,9,6,4592.2556,15930.24,Secreted,∆eccCb1,3.66202605242569,4.20222231879489
MMAR_5409,mpt64,15,9,6,648946.588888889,1038873.34,Secreted,∆eccCb1,5.81220895395696,6.01656260136639
MMAR_5412,gltD,15,9,6,4182.58146666667,6969.69561666667,Secreted,∆eccCb1,3.62144440873287,3.84321381182992
MMAR_5413,gltB,15,9,6,5991.26357777778,14488.6296666667,Secreted,∆eccCb1,3.77751842622639,4.1610273118792
MMAR_5417,MMAR_5417,6,3,3,1554.28323333333,388.773333333333,Secreted,∆eccCb1,3.19153016212607,2.58969646823119
MMAR_5421,MMAR_5421,6,3,3,222.43318,713.285053333333,Secreted,∆eccCb1,2.34719957075222,2.8532631236101
MMAR_5436,MMAR_5436,6,3,3,107.094793333333,211.49762,Secreted,∆eccCb1,2.02976835709172,2.32530548458727
MMAR_5438,espM,3,3,0,202.752462,NA,Secreted,∆eccCb1,2.30696613650353,0
MMAR_5439,MMAR_5439,15,9,6,746401.316666667,9515.24151666667,Secreted,∆eccCb1,5.87297239684316,3.97841981606229
MMAR_5440,MMAR_5440,15,9,6,1257103.14222222,38984.6566666667,Secreted,∆eccCb1,6.09937091194235,4.59089371379259
MMAR_5441,espG1,15,9,6,2138.46036666667,2246.42135,Secreted,∆eccCb1,3.33010120563446,3.3514912180063
MMAR_5442,MMAR_5442,15,9,6,4707.04631777778,7514.77938333333,Secreted,∆eccCb1,3.67274847182611,3.87591623522135
MMAR_5443,eccA1,15,9,6,10323.8411777778,8836.55256666667,Secreted,∆eccCb1,4.01384131472642,3.9462828653197
MMAR_5444,eccB1,3,3,0,733.31569,NA,Secreted,∆eccCb1,2.86529097724643,0
MMAR_5446,eccCb1,3,3,0,133.359071666667,NA,Secreted,∆eccCb1,2.12502256363873,0
MMAR_5448,MMAR_5448,15,9,6,6063.98881111111,2808.94923333333,Secreted,∆eccCb1,3.78275839129201,3.44854389018683
MMAR_5449,esxB,15,9,6,2784608.17777778,68177.5496666667,Secreted,∆eccCb1,6.4447640942313,4.83364138842457
MMAR_5450,esxA,15,9,6,1649528.12777778,34058.5079666667,Secreted,∆eccCb1,6.21735972554037,4.53222561849339
MMAR_5451,MMAR_5451,9,6,3,6310.90405,619.801083333333,Secreted,∆eccCb1,3.80009157727946,2.79225233099535
MMAR_5453,MMAR_5453,15,9,6,56244.0135555556,952.8273,Secreted,∆eccCb1,4.7500763042386,2.97901419187261
MMAR_5455,MMAR_5455,15,9,6,53440.6896666667,4614.18931666667,Secreted,∆eccCb1,4.72787205419232,3.66409540932182
MMAR_5456,MMAR_5456,15,9,6,1590.92433111111,370.858863333333,Secreted,∆eccCb1,3.20164952385626,2.56920866288337
MMAR_5457,espB,15,9,6,1166075.31777778,7702.81895,Secreted,∆eccCb1,6.06672660277194,3.88664969015771
MMAR_5471,pcnA,6,3,3,198.152123333333,419.865043333333,Secreted,∆eccCb1,2.29699873045274,2.6231097181259
MMAR_5472,MMAR_5472,6,3,3,457.29729,655.975736666667,Secreted,∆eccCb1,2.66019862770578,2.81688777592039
MMAR_5473,MMAR_5473,3,3,0,70.93631,NA,Secreted,∆eccCb1,1.85086859337869,0
MMAR_5477,trxB2,15,9,6,11012.9547666667,24837.2561666667,Secreted,∆eccCb1,4.04190385545652,4.39510361656514
MMAR_5478,trxC,15,9,6,27707.9970111111,54088.2318333333,Secreted,∆eccCb1,4.44260513211703,4.7331027844079
MMAR_5479,MMAR_5479,6,3,3,80.4912583333333,281.927673333333,Secreted,∆eccCb1,1.9057487168431,2.45013770725186
MMAR_5480,MMAR_5480,6,3,3,206.334266666667,998.421453333333,Secreted,∆eccCb1,2.31457135879448,2.99931390423357
MMAR_5481,parB,6,3,3,122.188481333333,227.759326666667,Secreted,∆eccCb1,2.08703026704273,2.35747617021993
MMAR_5482,parA,9,3,6,277.73777,258.573463333333,Secreted,∆eccCb1,2.44363494416212,2.41258395241113
MMAR_5483,gid,1,0,1,NA,56.487614,Secreted,∆eccCb1,0,1.75195323080787
MMAR_5484,MMAR_5484,15,9,6,577.383775,2592.72065666667,Secreted,∆eccCb1,2.76146457565316,3.41375572779772
MMAR_5485,MMAR_5485,6,3,3,359.617543333333,281.450406666667,Secreted,∆eccCb1,2.5558408698994,2.44940188050719
MMAR_5548,MMAR_5548,1,0,1,NA,54.10726,Secreted,∆eccCb1,0,1.73325554174981
MMAR_5559,MMAR_5559,3,0,3,NA,186.878383333333,Secreted,∆eccCb1,0,2.27155906840935
MMAR_5568,rpmH,9,6,3,381.204973333333,1149.29628666667,Secreted,∆eccCb1,2.58115855796087,3.06043200351577
MMAR_5584,mymT,6,3,3,107.127956666667,383.675366666667,Secreted,∆eccCb1,2.02990282136111,2.58396391683147
MMAR_p03,MMAR_p03,6,3,3,926.648,2213.6673,Secreted,∆eccCb1,2.96691479273225,3.34511234977146
MMAR_p09,MMAR_p09,15,9,6,1743.25732222222,7988.36608333333,Secreted,∆eccCb1,3.24136149805251,3.90245795909408
MMAR_p20,MMAR_p20,6,3,3,189.556183333333,1943.04893333333,Secreted,∆eccCb1,2.27773795570388,3.28848373791787
MMAR_p23,parA,3,3,0,296.765636666667,NA,Secreted,∆eccCb1,2.47241361133055,0
MMAR_0002,dnaN,18,9,9,29003.6328,1772.60676222222,Secreted,∆mas,4.46245239811218,3.24861240173813
MMAR_0003,recF,4,3,1,77.9305416666667,50.599133,Secreted,∆mas,1.89170769487163,1.70414307540617
MMAR_0005,gyrB,18,9,9,1122.88719555556,358.315864444444,Secreted,∆mas,3.05033612953978,2.55426603699155
MMAR_0006,gyrA,18,9,9,955.245867777778,327.970394111111,Secreted,∆mas,2.98011516768451,2.51583464171628
MMAR_0009,MMAR_0009,5,3,2,179.89955,65.0552465,Secreted,∆mas,2.25503007700447,1.81328232678721
MMAR_0010,MMAR_0010,16,9,7,807.634818444444,121.94366,Secreted,∆mas,2.90721503381337,2.08615922573551
MMAR_0011,ppiA,18,9,9,164700.249555556,25574.3534111111,Secreted,∆mas,5.21669425721783,4.40780466238278
MMAR_0015,trpG,3,3,0,80.854109,NA,Secreted,∆mas,1.90770209561757,0
MMAR_0020,pstP,18,9,9,1821.32305555556,501.642821111111,Secreted,∆mas,3.26038698522462,2.70039460154377
MMAR_0021,MMAR_0021,6,3,3,510.605883333333,56.6074323333333,Secreted,∆mas,2.70808581455065,1.75287345609013
MMAR_0022,MMAR_0022,18,9,9,7726.61254444444,1826.44214,Secreted,∆mas,3.88798913483741,3.2616059187178
MMAR_0025,MMAR_0025,3,3,0,368.700173333333,NA,Secreted,∆mas,2.5666733417767,0
MMAR_0036,MMAR_0036,18,9,9,8086.49181111111,1097.69343888889,Secreted,∆mas,3.9077601510907,3.0404810683578
MMAR_0039,MMAR_0039,18,9,9,2172.00501111111,508.459127222222,Secreted,∆mas,3.33686082289443,2.70625604765152
MMAR_0040,MMAR_0040,3,3,0,83.0566133333333,NA,Secreted,∆mas,1.91937421860348,0
MMAR_0051,MMAR_0051,15,9,6,520.327922222222,118.108153333333,Secreted,∆mas,2.71627713195342,2.07227987920075
MMAR_0056,mtc28,18,9,9,6807.08165555556,6314.92831111111,Secreted,∆mas,3.83296096029235,3.80036842468302
MMAR_0057,leuS,18,9,9,6239.08784444444,1258.19385111111,Secreted,∆mas,3.7951211004066,3.09974755842406
MMAR_0058,MMAR_0058,10,6,4,700.43895,76.87872675,Secreted,∆mas,2.84537028832479,1.88580618202225
MMAR_0062,MMAR_0062,11,6,5,2365.926965,428.7730926,Secreted,∆mas,3.3740013340421,2.63222752364833
MMAR_0063,MMAR_0063,18,9,9,2622.54553,493.999987333333,Secreted,∆mas,3.4187230367154,2.69372693778789
MMAR_0064,MMAR_0064,18,9,9,452.566829444444,161.597297222222,Secreted,∆mas,2.655682719488,2.20843409275484
MMAR_0065,ino1,18,9,9,5019.50112222222,1347.05096444444,Secreted,∆mas,3.70066055566447,3.12938402716938
MMAR_0071,MMAR_0071,18,9,9,2482.11421111111,725.537601111111,Secreted,∆mas,3.39482176109266,2.86065992474331
MMAR_0072,rpsF,18,9,9,19131.1658888889,1170.15103,Secreted,∆mas,4.28174143754857,3.06824191923549
MMAR_0073,ssb,18,9,9,26440.7033333333,3689.7792,Secreted,∆mas,4.42227300337499,3.56700037832961
MMAR_0074,rpsR1,18,9,9,2997.51015555556,464.802173333333,Secreted,∆mas,3.4767606631618,2.66726815007175
MMAR_0075,rplI,18,9,9,11775.7638111111,1432.56032555556,Secreted,∆mas,4.07098908634806,3.1561129192986
MMAR_0078,MMAR_0078,18,9,9,4453.06880444444,740.516065555556,Secreted,∆mas,3.64865940547474,2.86953448501312
MMAR_0084,MMAR_0084,12,6,6,16294.272599,26791.138,Secreted,∆mas,4.21203497767066,4.42799116141051
MMAR_0094,mmpL5_3,6,3,3,119.636133333333,98.0715633333333,Secreted,∆mas,2.07786236809103,1.99154309833081
MMAR_0101,MMAR_0101,6,3,3,505.56738,392.69579,Secreted,∆mas,2.70377904481741,2.5940562453255
MMAR_0103,MMAR_0103,4,3,1,177.076968,51.88094,Secreted,∆mas,2.24816207716415,1.71500783620762
MMAR_0106,MMAR_0106,8,5,3,126.0381492,98.5251616666667,Secreted,∆mas,2.10050201717628,1.99354715615762
MMAR_0107,celA,18,9,9,1793.51282444444,5770.64244444444,Secreted,∆mas,3.25370448642907,3.76122416576327
MMAR_0110,MMAR_0110,18,9,9,48626.2597777778,60811.673,Secreted,∆mas,4.68687086590086,4.78398695152439
MMAR_0112,dhaA_1,18,9,9,2728.18811111111,535.521089333333,Secreted,∆mas,3.43587431202586,2.72877657843724
MMAR_0119,MMAR_0119,12,6,6,27821.4089166667,20770.3886666667,Secreted,∆mas,4.444379119518,4.3174446233627
MMAR_0124,MMAR_0124,9,6,3,168.531251666667,81.3850886666667,Secreted,∆mas,2.22668044626315,1.91054484097023
MMAR_0126,MMAR_0126,18,9,9,1775.41538888889,445.737543333333,Secreted,∆mas,3.24929997992445,2.6490792151403
MMAR_0127,adhD_1,15,9,6,948.249415333333,280.16135,Secreted,∆mas,2.97692258359989,2.44740822145831
MMAR_0131,MMAR_0131,6,3,3,4051.33896666667,5843.795,Secreted,∆mas,3.6075985811728,3.76669497250347
MMAR_0132,MMAR_0132,6,3,3,11844.9776666667,335.324616666667,Secreted,∆mas,4.07353424621095,2.52546543678722
MMAR_0133,MMAR_0133,6,3,3,148.349143333333,139.67054,Secreted,∆mas,2.17128504275478,2.14510481223686
MMAR_0142,ltp1_1,6,3,3,128.850453333333,91.29527,Secreted,∆mas,2.11008595086379,1.96044827735782
MMAR_0149,fadE25_2,15,9,6,1297.67908111111,581.417805,Secreted,∆mas,3.11316730376264,2.76448832721915
MMAR_0150,MMAR_0150,6,3,3,284.66613,134.712621666667,Secreted,∆mas,2.45433579721668,2.12940828810151
MMAR_0151,eis1,3,3,0,64.318167,NA,Secreted,∆mas,1.80833365898155,0
MMAR_0152,MMAR_0152,16,9,7,822.199198888889,192.213676,Secreted,∆mas,2.91497704928901,2.28378428447735
MMAR_0153,MMAR_0153,15,9,6,297.666295555556,101.800134833333,Secreted,∆mas,2.47372966271891,2.00774835322013
MMAR_0154,MMAR_0154,18,9,9,12781.3570333333,1824.20512555556,Secreted,∆mas,4.10657696656109,3.26107367165032
MMAR_0155,fadE36_1,15,9,6,425.408018888889,383.154305,Secreted,∆mas,2.62880567204149,2.58337370951489
MMAR_0156,fadE2_1,12,9,3,194.961182777778,95.8893166666667,Secreted,∆mas,2.28994815093407,1.98177022373826
MMAR_0158,icd2,18,9,9,10844.7648333333,1840.87184444444,Secreted,∆mas,4.03522013885893,3.26502355537642
MMAR_0160,MMAR_0160,18,9,9,218.045227777778,1517.2021,Secreted,∆mas,2.33854658597639,3.18104343514978
MMAR_0174,pks16_1,5,3,2,74.5145666666667,70.3734425,Secreted,∆mas,1.8722411801921,1.84740879619133
MMAR_0187,esxB_1,18,9,9,2784608.17777778,2410702.27777778,Secreted,∆mas,6.4447640942313,6.38214357823222
MMAR_0188,esxA_1,18,9,9,2511.96204444444,1996.53973,Secreted,∆mas,3.40001307295812,3.30027795682842
MMAR_0191,PPE51_2,6,3,3,105.639278,130.029063333333,Secreted,∆mas,2.02382542432505,2.11404043411133
MMAR_0195,esxB_2,6,3,3,149.85872,286.03753,Secreted,∆mas,2.17568201880452,2.45642301915207
MMAR_0199,MMAR_0199,12,6,6,72248.2563333333,67405.7513333333,Secreted,∆mas,4.85882737012825,4.82869695389092
MMAR_0204,MMAR_0204,7,6,1,217.800413333333,60.115192,Secreted,∆mas,2.33805869960807,1.7789842385255
MMAR_0207,sdaA,15,9,6,481.078796666667,254.077588166667,Secreted,∆mas,2.68221621598884,2.40496635822308
MMAR_0208,glyA2,15,9,6,842.797261111111,1564.20062833333,Secreted,∆mas,2.92572311558549,3.19429245600642
MMAR_0209,gcvH_1,6,3,3,248.884173333333,66.1920666666667,Secreted,∆mas,2.39599728048751,1.82080594096005
MMAR_0210,gcvT_1,17,9,8,1071.13862222222,320.1935195,Secreted,∆mas,3.02984567902085,2.50541253784602
MMAR_0211,gcvB_1,10,6,4,218.998722833333,365.30914,Secreted,∆mas,2.34044158210928,2.56266053835456
MMAR_0214,MMAR_0214,3,3,0,57.50346,NA,Secreted,∆mas,1.75969397710178,0
MMAR_0225,MMAR_0225,18,9,9,66774.5025555556,90001.0353333333,Secreted,∆mas,4.82461066137807,4.95424750540563
MMAR_0226,MMAR_0226,18,9,9,3956.40323,706.276878888889,Secreted,∆mas,3.5973005477481,2.84897498915457
MMAR_0234,MMAR_0234,7,6,1,238.738934333333,64.826996,Secreted,∆mas,2.3779232509601,1.81175589741888
MMAR_0239,MMAR_0239,6,3,3,491.32792,674.442306666667,Secreted,∆mas,2.69137144387716,2.82894480505618
MMAR_0241,adhD,6,3,3,170.561456666667,5045.95536666667,Secreted,∆mas,2.23188089642008,3.70294340470393
MMAR_0245,echA8_7,18,9,9,624.348831111111,189.487437666667,Secreted,∆mas,2.79542730297992,2.2775804231015
MMAR_0251,mtn,12,6,6,285.887401666667,115.931051666667,Secreted,∆mas,2.45619501752238,2.0641997755779
